Date,Day Type,Screen,Screen Type,Movie,Genre,Duration,Show Time,Slot Category,Seats Booked,Capacity,Occupancy %,Ticket Price,Revenue,Occupancy Category,Revenue Category
24-May-25,Weekend,Screen 5,Standard,Animal,Crime Drama,201,10:00 AM,Morning,77,110,70,250,19250,Medium,Normal Revenue
24-May-25,Weekend,Screen 5,Standard,Shaitaan,Thriller,132,1:00 PM,Afternoon,68,110,62,250,17000,Medium,Normal Revenue
24-May-25,Weekend,Screen 5,Standard,Pushpa 2,Action,170,4:00 PM,Evening,84,110,76,250,21000,Medium,Normal Revenue
24-May-25,Weekend,Screen 5,Standard,Fighter,Action,166,7:00 PM,Prime Time,96,110,87,250,24000,High,Normal Revenue
24-May-25,Weekend,Screen 5,Standard,Pushpa 2,Action,170,10:00 PM,Night,101,110,92,250,25250,High,Normal Revenue
24-May-25,Weekend,Screen 6,Premium,Crew,Comedy Drama,124,10:00 AM,Morning,60,130,46,350,21000,Low,Normal Revenue
24-May-25,Weekend,Screen 6,Premium,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,92,130,71,350,32200,Medium,Normal Revenue
24-May-25,Weekend,Screen 6,Premium,Crew,Comedy Drama,124,4:00 PM,Evening,129,130,99,350,45150,High,Normal Revenue
24-May-25,Weekend,Screen 6,Premium,Crew,Comedy Drama,124,7:00 PM,Prime Time,122,130,94,350,42700,High,Normal Revenue
24-May-25,Weekend,Screen 6,Premium,Animal,Crime Drama,201,10:00 PM,Night,98,130,75,350,34300,Medium,Normal Revenue
24-May-25,Weekend,Screen 7,Standard,Pushpa 2,Action,170,10:00 AM,Morning,42,90,47,250,10500,Low,Normal Revenue
24-May-25,Weekend,Screen 7,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,68,90,76,250,17000,Medium,Normal Revenue
24-May-25,Weekend,Screen 7,Standard,Crew,Comedy Drama,124,4:00 PM,Evening,74,90,82,250,18500,High,Normal Revenue
24-May-25,Weekend,Screen 7,Standard,Crew,Comedy Drama,124,7:00 PM,Prime Time,84,90,93,250,21000,High,Normal Revenue
24-May-25,Weekend,Screen 7,Standard,Animal,Crime Drama,201,10:00 PM,Night,83,90,92,250,20750,High,Normal Revenue
24-May-25,Weekend,Screen 8,IMAX,Kalki,Sci-Fi,180,10:00 AM,Morning,100,150,67,450,45000,Medium,Normal Revenue
24-May-25,Weekend,Screen 8,IMAX,Munjya,Horror Comedy,123,1:00 PM,Afternoon,93,150,62,450,41850,Medium,Normal Revenue
24-May-25,Weekend,Screen 8,IMAX,Chandu Champion,Sports Drama,145,4:00 PM,Evening,112,150,75,450,50400,Medium,High Revenue
24-May-25,Weekend,Screen 8,IMAX,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,150,150,100,450,67500,High,High Revenue
24-May-25,Weekend,Screen 8,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,142,150,95,450,63900,High,High Revenue
24-May-25,Weekend,Screen 9,Standard,Munjya,Horror Comedy,123,10:00 AM,Morning,75,100,75,250,18750,Medium,Normal Revenue
24-May-25,Weekend,Screen 9,Standard,Fighter,Action,166,1:00 PM,Afternoon,61,100,61,250,15250,Medium,Normal Revenue
24-May-25,Weekend,Screen 9,Standard,Crew,Comedy Drama,124,4:00 PM,Evening,77,100,77,250,19250,Medium,Normal Revenue
24-May-25,Weekend,Screen 9,Standard,Crew,Comedy Drama,124,7:00 PM,Prime Time,97,100,97,250,24250,High,Normal Revenue
24-May-25,Weekend,Screen 9,Standard,Shaitaan,Thriller,132,10:00 PM,Night,70,100,70,250,17500,Medium,Normal Revenue
24-May-25,Weekend,Screen 10,Premium,Pushpa 2,Action,170,10:00 AM,Morning,86,120,72,350,30100,Medium,Normal Revenue
24-May-25,Weekend,Screen 10,Premium,Munjya,Horror Comedy,123,1:00 PM,Afternoon,95,120,79,350,33250,Medium,Normal Revenue
24-May-25,Weekend,Screen 10,Premium,Chandu Champion,Sports Drama,145,4:00 PM,Evening,108,120,90,350,37800,High,Normal Revenue
24-May-25,Weekend,Screen 10,Premium,Animal,Crime Drama,201,7:00 PM,Prime Time,104,120,87,350,36400,High,Normal Revenue
24-May-25,Weekend,Screen 10,Premium,Bad Newz,Comedy,142,10:00 PM,Night,113,120,94,350,39550,High,Normal Revenue
24-May-25,Weekend,Screen 11,Standard,Pushpa 2,Action,170,10:00 AM,Morning,45,80,56,250,11250,Medium,Normal Revenue
24-May-25,Weekend,Screen 11,Standard,Fighter,Action,166,1:00 PM,Afternoon,57,80,71,250,14250,Medium,Normal Revenue
24-May-25,Weekend,Screen 11,Standard,Animal,Crime Drama,201,4:00 PM,Evening,79,80,99,250,19750,High,Normal Revenue
24-May-25,Weekend,Screen 11,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,69,80,86,250,17250,High,Normal Revenue
24-May-25,Weekend,Screen 11,Standard,Animal,Crime Drama,201,10:00 PM,Night,64,80,80,250,16000,High,Normal Revenue
24-May-25,Weekend,Screen 12,IMAX,Chandu Champion,Sports Drama,145,10:00 AM,Morning,97,140,69,450,43650,Medium,Normal Revenue
24-May-25,Weekend,Screen 12,IMAX,Crew,Comedy Drama,124,1:00 PM,Afternoon,92,140,66,450,41400,Medium,Normal Revenue
24-May-25,Weekend,Screen 12,IMAX,Munjya,Horror Comedy,123,4:00 PM,Evening,122,140,87,450,54900,High,High Revenue
24-May-25,Weekend,Screen 12,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,119,140,85,450,53550,High,High Revenue
24-May-25,Weekend,Screen 12,IMAX,Chandu Champion,Sports Drama,145,10:00 PM,Night,109,140,78,450,49050,Medium,Normal Revenue
25-May-25,Weekend,Screen 1,IMAX,Chandu Champion,Sports Drama,145,10:00 AM,Morning,85,120,71,450,38250,Medium,Normal Revenue
25-May-25,Weekend,Screen 1,IMAX,Animal,Crime Drama,201,1:00 PM,Afternoon,76,120,63,450,34200,Medium,Normal Revenue
25-May-25,Weekend,Screen 1,IMAX,Pushpa 2,Action,170,4:00 PM,Evening,112,120,93,450,50400,High,High Revenue
25-May-25,Weekend,Screen 1,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,120,120,100,450,54000,High,High Revenue
25-May-25,Weekend,Screen 1,IMAX,Chandu Champion,Sports Drama,145,10:00 PM,Night,113,120,94,450,50850,High,High Revenue
25-May-25,Weekend,Screen 2,Standard,Animal,Crime Drama,201,10:00 AM,Morning,48,80,60,250,12000,Medium,Normal Revenue
25-May-25,Weekend,Screen 2,Standard,Crew,Comedy Drama,124,1:00 PM,Afternoon,54,80,68,250,13500,Medium,Normal Revenue
25-May-25,Weekend,Screen 2,Standard,Fighter,Action,166,4:00 PM,Evening,70,80,87,250,17500,High,Normal Revenue
25-May-25,Weekend,Screen 2,Standard,Crew,Comedy Drama,124,7:00 PM,Prime Time,75,80,94,250,18750,High,Normal Revenue
25-May-25,Weekend,Screen 2,Standard,Fighter,Action,166,10:00 PM,Night,58,80,72,250,14500,Medium,Normal Revenue
25-May-25,Weekend,Screen 3,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,64,100,64,250,16000,Medium,Normal Revenue
25-May-25,Weekend,Screen 3,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,69,100,69,250,17250,Medium,Normal Revenue
25-May-25,Weekend,Screen 3,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,86,100,86,250,21500,High,Normal Revenue
25-May-25,Weekend,Screen 3,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,100,100,100,250,25000,High,Normal Revenue
25-May-25,Weekend,Screen 3,Standard,Chandu Champion,Sports Drama,145,10:00 PM,Night,69,100,69,250,17250,Medium,Normal Revenue
25-May-25,Weekend,Screen 4,IMAX,Shaitaan,Thriller,132,10:00 AM,Morning,69,140,49,450,31050,Low,Normal Revenue
25-May-25,Weekend,Screen 4,IMAX,Crew,Comedy Drama,124,1:00 PM,Afternoon,115,140,82,450,51750,High,High Revenue
25-May-25,Weekend,Screen 4,IMAX,Crew,Comedy Drama,124,4:00 PM,Evening,109,140,78,450,49050,Medium,Normal Revenue
25-May-25,Weekend,Screen 4,IMAX,Fighter,Action,166,7:00 PM,Prime Time,132,140,94,450,59400,High,High Revenue
25-May-25,Weekend,Screen 4,IMAX,Fighter,Action,166,10:00 PM,Night,95,140,68,450,42750,Medium,Normal Revenue
25-May-25,Weekend,Screen 5,Standard,Pushpa 2,Action,170,10:00 AM,Morning,64,110,58,250,16000,Medium,Normal Revenue
25-May-25,Weekend,Screen 5,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,72,110,65,250,18000,Medium,Normal Revenue
25-May-25,Weekend,Screen 5,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,86,110,78,250,21500,Medium,Normal Revenue
25-May-25,Weekend,Screen 5,Standard,Fighter,Action,166,7:00 PM,Prime Time,97,110,88,250,24250,High,Normal Revenue
25-May-25,Weekend,Screen 5,Standard,Fighter,Action,166,10:00 PM,Night,99,110,90,250,24750,High,Normal Revenue
25-May-25,Weekend,Screen 6,Premium,Munjya,Horror Comedy,123,10:00 AM,Morning,78,130,60,350,27300,Medium,Normal Revenue
25-May-25,Weekend,Screen 6,Premium,Fighter,Action,166,1:00 PM,Afternoon,87,130,67,350,30450,Medium,Normal Revenue
25-May-25,Weekend,Screen 6,Premium,Pushpa 2,Action,170,4:00 PM,Evening,109,130,84,350,38150,High,Normal Revenue
25-May-25,Weekend,Screen 6,Premium,Fighter,Action,166,7:00 PM,Prime Time,110,130,85,350,38500,High,Normal Revenue
25-May-25,Weekend,Screen 6,Premium,Kalki,Sci-Fi,180,10:00 PM,Night,100,130,77,350,35000,Medium,Normal Revenue
25-May-25,Weekend,Screen 7,Standard,Bad Newz,Comedy,142,10:00 AM,Morning,67,90,74,250,16750,Medium,Normal Revenue
25-May-25,Weekend,Screen 7,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,61,90,68,250,15250,Medium,Normal Revenue
25-May-25,Weekend,Screen 7,Standard,Pushpa 2,Action,170,4:00 PM,Evening,84,90,93,250,21000,High,Normal Revenue
25-May-25,Weekend,Screen 7,Standard,Kalki,Sci-Fi,180,7:00 PM,Prime Time,89,90,99,250,22250,High,Normal Revenue
25-May-25,Weekend,Screen 7,Standard,Stree 2,Horror Comedy,150,10:00 PM,Night,67,90,74,250,16750,Medium,Normal Revenue
25-May-25,Weekend,Screen 8,IMAX,Munjya,Horror Comedy,123,10:00 AM,Morning,80,150,53,450,36000,Medium,Normal Revenue
25-May-25,Weekend,Screen 8,IMAX,Fighter,Action,166,1:00 PM,Afternoon,92,150,61,450,41400,Medium,Normal Revenue
25-May-25,Weekend,Screen 8,IMAX,Pushpa 2,Action,170,4:00 PM,Evening,134,150,89,450,60300,High,High Revenue
25-May-25,Weekend,Screen 8,IMAX,Munjya,Horror Comedy,123,7:00 PM,Prime Time,138,150,92,450,62100,High,High Revenue
25-May-25,Weekend,Screen 8,IMAX,Crew,Comedy Drama,124,10:00 PM,Night,136,150,91,450,61200,High,High Revenue
25-May-25,Weekend,Screen 9,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,73,100,73,250,18250,Medium,Normal Revenue
25-May-25,Weekend,Screen 9,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,60,100,60,250,15000,Medium,Normal Revenue
25-May-25,Weekend,Screen 9,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,79,100,79,250,19750,Medium,Normal Revenue
25-May-25,Weekend,Screen 9,Standard,Crew,Comedy Drama,124,7:00 PM,Prime Time,94,100,94,250,23500,High,Normal Revenue
25-May-25,Weekend,Screen 9,Standard,Bad Newz,Comedy,142,10:00 PM,Night,84,100,84,250,21000,High,Normal Revenue
25-May-25,Weekend,Screen 10,Premium,Crew,Comedy Drama,124,10:00 AM,Morning,55,120,46,350,19250,Low,Normal Revenue
25-May-25,Weekend,Screen 10,Premium,Kalki,Sci-Fi,180,1:00 PM,Afternoon,91,120,76,350,31850,Medium,Normal Revenue
25-May-25,Weekend,Screen 10,Premium,Fighter,Action,166,4:00 PM,Evening,109,120,91,350,38150,High,Normal Revenue
25-May-25,Weekend,Screen 10,Premium,Animal,Crime Drama,201,7:00 PM,Prime Time,106,120,88,350,37100,High,Normal Revenue
25-May-25,Weekend,Screen 10,Premium,Bad Newz,Comedy,142,10:00 PM,Night,104,120,87,350,36400,High,Normal Revenue
25-May-25,Weekend,Screen 11,Standard,Munjya,Horror Comedy,123,10:00 AM,Morning,59,80,74,250,14750,Medium,Normal Revenue
25-May-25,Weekend,Screen 11,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,63,80,79,250,15750,Medium,Normal Revenue
25-May-25,Weekend,Screen 11,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,80,80,100,250,20000,High,Normal Revenue
25-May-25,Weekend,Screen 11,Standard,Crew,Comedy Drama,124,7:00 PM,Prime Time,80,80,100,250,20000,High,Normal Revenue
25-May-25,Weekend,Screen 11,Standard,Fighter,Action,166,10:00 PM,Night,63,80,79,250,15750,Medium,Normal Revenue
25-May-25,Weekend,Screen 12,IMAX,Crew,Comedy Drama,124,10:00 AM,Morning,90,140,64,450,40500,Medium,Normal Revenue
25-May-25,Weekend,Screen 12,IMAX,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,112,140,80,450,50400,High,High Revenue
25-May-25,Weekend,Screen 12,IMAX,Fighter,Action,166,4:00 PM,Evening,111,140,79,450,49950,Medium,Normal Revenue
25-May-25,Weekend,Screen 12,IMAX,Munjya,Horror Comedy,123,7:00 PM,Prime Time,134,140,96,450,60300,High,High Revenue
25-May-25,Weekend,Screen 12,IMAX,Bad Newz,Comedy,142,10:00 PM,Night,126,140,90,450,56700,High,High Revenue
26-May-25,Weekday,Screen 1,IMAX,Shaitaan,Thriller,132,10:00 AM,Morning,55,120,46,450,24750,Low,Normal Revenue
26-May-25,Weekday,Screen 1,IMAX,Crew,Comedy Drama,124,1:00 PM,Afternoon,76,120,63,450,34200,Medium,Normal Revenue
26-May-25,Weekday,Screen 1,IMAX,Kalki,Sci-Fi,180,4:00 PM,Evening,94,120,78,450,42300,Medium,Normal Revenue
26-May-25,Weekday,Screen 1,IMAX,Animal,Crime Drama,201,7:00 PM,Prime Time,102,120,85,450,45900,High,Normal Revenue
26-May-25,Weekday,Screen 1,IMAX,Fighter,Action,166,10:00 PM,Night,90,120,75,450,40500,Medium,Normal Revenue
26-May-25,Weekday,Screen 2,Standard,Kalki,Sci-Fi,180,10:00 AM,Morning,35,80,44,250,8750,Low,Normal Revenue
26-May-25,Weekday,Screen 2,Standard,Kalki,Sci-Fi,180,1:00 PM,Afternoon,63,80,79,250,15750,Medium,Normal Revenue
26-May-25,Weekday,Screen 2,Standard,Chandu Champion,Sports Drama,145,4:00 PM,Evening,74,80,93,250,18500,High,Normal Revenue
26-May-25,Weekday,Screen 2,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,79,80,99,250,19750,High,Normal Revenue
26-May-25,Weekday,Screen 2,Standard,Shaitaan,Thriller,132,10:00 PM,Night,48,80,60,250,12000,Medium,Normal Revenue
26-May-25,Weekday,Screen 3,Standard,Animal,Crime Drama,201,10:00 AM,Morning,42,100,42,250,10500,Low,Normal Revenue
26-May-25,Weekday,Screen 3,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,79,100,79,250,19750,Medium,Normal Revenue
26-May-25,Weekday,Screen 3,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,95,100,95,250,23750,High,Normal Revenue
26-May-25,Weekday,Screen 3,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,86,100,86,250,21500,High,Normal Revenue
26-May-25,Weekday,Screen 3,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,81,100,81,250,20250,High,Normal Revenue
26-May-25,Weekday,Screen 4,IMAX,Kalki,Sci-Fi,180,10:00 AM,Morning,85,140,61,450,38250,Medium,Normal Revenue
26-May-25,Weekday,Screen 4,IMAX,Pushpa 2,Action,170,1:00 PM,Afternoon,111,140,79,450,49950,Medium,Normal Revenue
26-May-25,Weekday,Screen 4,IMAX,Stree 2,Horror Comedy,150,4:00 PM,Evening,113,140,81,450,50850,High,High Revenue
26-May-25,Weekday,Screen 4,IMAX,Fighter,Action,166,7:00 PM,Prime Time,119,140,85,450,53550,High,High Revenue
26-May-25,Weekday,Screen 4,IMAX,Bad Newz,Comedy,142,10:00 PM,Night,94,140,67,450,42300,Medium,Normal Revenue
26-May-25,Weekday,Screen 5,Standard,Animal,Crime Drama,201,10:00 AM,Morning,47,110,43,250,11750,Low,Normal Revenue
26-May-25,Weekday,Screen 5,Standard,Crew,Comedy Drama,124,1:00 PM,Afternoon,68,110,62,250,17000,Medium,Normal Revenue
26-May-25,Weekday,Screen 5,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,79,110,72,250,19750,Medium,Normal Revenue
26-May-25,Weekday,Screen 5,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,97,110,88,250,24250,High,Normal Revenue
26-May-25,Weekday,Screen 5,Standard,Bad Newz,Comedy,142,10:00 PM,Night,67,110,61,250,16750,Medium,Normal Revenue
26-May-25,Weekday,Screen 6,Premium,Bad Newz,Comedy,142,10:00 AM,Morning,90,130,69,350,31500,Medium,Normal Revenue
26-May-25,Weekday,Screen 6,Premium,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,77,130,59,350,26950,Medium,Normal Revenue
26-May-25,Weekday,Screen 6,Premium,Chandu Champion,Sports Drama,145,4:00 PM,Evening,122,130,94,350,42700,High,Normal Revenue
26-May-25,Weekday,Screen 6,Premium,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,112,130,86,350,39200,High,Normal Revenue
26-May-25,Weekday,Screen 6,Premium,Bad Newz,Comedy,142,10:00 PM,Night,108,130,83,350,37800,High,Normal Revenue
26-May-25,Weekday,Screen 7,Standard,Pushpa 2,Action,170,10:00 AM,Morning,55,90,61,250,13750,Medium,Normal Revenue
26-May-25,Weekday,Screen 7,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,72,90,80,250,18000,High,Normal Revenue
26-May-25,Weekday,Screen 7,Standard,Chandu Champion,Sports Drama,145,4:00 PM,Evening,76,90,85,250,19000,High,Normal Revenue
26-May-25,Weekday,Screen 7,Standard,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,76,90,85,250,19000,High,Normal Revenue
26-May-25,Weekday,Screen 7,Standard,Stree 2,Horror Comedy,150,10:00 PM,Night,56,90,62,250,14000,Medium,Normal Revenue
26-May-25,Weekday,Screen 8,IMAX,Bad Newz,Comedy,142,10:00 AM,Morning,93,150,62,450,41850,Medium,Normal Revenue
26-May-25,Weekday,Screen 8,IMAX,Bad Newz,Comedy,142,1:00 PM,Afternoon,116,150,77,450,52200,Medium,High Revenue
26-May-25,Weekday,Screen 8,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,116,150,77,450,52200,Medium,High Revenue
26-May-25,Weekday,Screen 8,IMAX,Bad Newz,Comedy,142,7:00 PM,Prime Time,148,150,99,450,66600,High,High Revenue
26-May-25,Weekday,Screen 8,IMAX,Chandu Champion,Sports Drama,145,10:00 PM,Night,104,150,69,450,46800,Medium,Normal Revenue
26-May-25,Weekday,Screen 9,Standard,Animal,Crime Drama,201,10:00 AM,Morning,48,100,48,250,12000,Low,Normal Revenue
26-May-25,Weekday,Screen 9,Standard,Fighter,Action,166,1:00 PM,Afternoon,57,100,57,250,14250,Medium,Normal Revenue
26-May-25,Weekday,Screen 9,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,90,100,90,250,22500,High,Normal Revenue
26-May-25,Weekday,Screen 9,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,96,100,96,250,24000,High,Normal Revenue
26-May-25,Weekday,Screen 9,Standard,Munjya,Horror Comedy,123,10:00 PM,Night,68,100,68,250,17000,Medium,Normal Revenue
26-May-25,Weekday,Screen 10,Premium,Animal,Crime Drama,201,10:00 AM,Morning,68,120,57,350,23800,Medium,Normal Revenue
26-May-25,Weekday,Screen 10,Premium,Fighter,Action,166,1:00 PM,Afternoon,82,120,68,350,28700,Medium,Normal Revenue
26-May-25,Weekday,Screen 10,Premium,Pushpa 2,Action,170,4:00 PM,Evening,113,120,94,350,39550,High,Normal Revenue
26-May-25,Weekday,Screen 10,Premium,Munjya,Horror Comedy,123,7:00 PM,Prime Time,114,120,95,350,39900,High,Normal Revenue
26-May-25,Weekday,Screen 10,Premium,Stree 2,Horror Comedy,150,10:00 PM,Night,89,120,74,350,31150,Medium,Normal Revenue
26-May-25,Weekday,Screen 11,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,52,80,65,250,13000,Medium,Normal Revenue
26-May-25,Weekday,Screen 11,Standard,Crew,Comedy Drama,124,1:00 PM,Afternoon,46,80,57,250,11500,Medium,Normal Revenue
26-May-25,Weekday,Screen 11,Standard,Fighter,Action,166,4:00 PM,Evening,67,80,84,250,16750,High,Normal Revenue
26-May-25,Weekday,Screen 11,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,78,80,98,250,19500,High,Normal Revenue
26-May-25,Weekday,Screen 11,Standard,Fighter,Action,166,10:00 PM,Night,54,80,67,250,13500,Medium,Normal Revenue
26-May-25,Weekday,Screen 12,IMAX,Bad Newz,Comedy,142,10:00 AM,Morning,59,140,42,450,26550,Low,Normal Revenue
26-May-25,Weekday,Screen 12,IMAX,Kalki,Sci-Fi,180,1:00 PM,Afternoon,105,140,75,450,47250,Medium,Normal Revenue
26-May-25,Weekday,Screen 12,IMAX,Crew,Comedy Drama,124,4:00 PM,Evening,119,140,85,450,53550,High,High Revenue
26-May-25,Weekday,Screen 12,IMAX,Fighter,Action,166,7:00 PM,Prime Time,129,140,92,450,58050,High,High Revenue
26-May-25,Weekday,Screen 12,IMAX,Chandu Champion,Sports Drama,145,10:00 PM,Night,102,140,73,450,45900,Medium,Normal Revenue
27-May-25,Weekday,Screen 1,IMAX,Shaitaan,Thriller,132,10:00 AM,Morning,67,120,56,450,30150,Medium,Normal Revenue
27-May-25,Weekday,Screen 1,IMAX,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,90,120,75,450,40500,Medium,Normal Revenue
27-May-25,Weekday,Screen 1,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,112,120,93,450,50400,High,High Revenue
27-May-25,Weekday,Screen 1,IMAX,Crew,Comedy Drama,124,7:00 PM,Prime Time,102,120,85,450,45900,High,Normal Revenue
27-May-25,Weekday,Screen 1,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,78,120,65,450,35100,Medium,Normal Revenue
27-May-25,Weekday,Screen 2,Standard,Pushpa 2,Action,170,10:00 AM,Morning,56,80,70,250,14000,Medium,Normal Revenue
27-May-25,Weekday,Screen 2,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,55,80,69,250,13750,Medium,Normal Revenue
27-May-25,Weekday,Screen 2,Standard,Crew,Comedy Drama,124,4:00 PM,Evening,63,80,79,250,15750,Medium,Normal Revenue
27-May-25,Weekday,Screen 2,Standard,Pushpa 2,Action,170,7:00 PM,Prime Time,69,80,86,250,17250,High,Normal Revenue
27-May-25,Weekday,Screen 2,Standard,Shaitaan,Thriller,132,10:00 PM,Night,51,80,64,250,12750,Medium,Normal Revenue
27-May-25,Weekday,Screen 3,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,64,100,64,250,16000,Medium,Normal Revenue
27-May-25,Weekday,Screen 3,Standard,Animal,Crime Drama,201,1:00 PM,Afternoon,80,100,80,250,20000,High,Normal Revenue
27-May-25,Weekday,Screen 3,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,87,100,87,250,21750,High,Normal Revenue
27-May-25,Weekday,Screen 3,Standard,Fighter,Action,166,7:00 PM,Prime Time,92,100,92,250,23000,High,Normal Revenue
27-May-25,Weekday,Screen 3,Standard,Animal,Crime Drama,201,10:00 PM,Night,89,100,89,250,22250,High,Normal Revenue
27-May-25,Weekday,Screen 4,IMAX,Fighter,Action,166,10:00 AM,Morning,73,140,52,450,32850,Medium,Normal Revenue
27-May-25,Weekday,Screen 4,IMAX,Fighter,Action,166,1:00 PM,Afternoon,97,140,69,450,43650,Medium,Normal Revenue
27-May-25,Weekday,Screen 4,IMAX,Kalki,Sci-Fi,180,4:00 PM,Evening,109,140,78,450,49050,Medium,Normal Revenue
27-May-25,Weekday,Screen 4,IMAX,Animal,Crime Drama,201,7:00 PM,Prime Time,113,140,81,450,50850,High,High Revenue
27-May-25,Weekday,Screen 4,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,106,140,76,450,47700,Medium,Normal Revenue
27-May-25,Weekday,Screen 5,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,56,110,51,250,14000,Medium,Normal Revenue
27-May-25,Weekday,Screen 5,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,78,110,71,250,19500,Medium,Normal Revenue
27-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,4:00 PM,Evening,98,110,89,250,24500,High,Normal Revenue
27-May-25,Weekday,Screen 5,Standard,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,88,110,80,250,22000,High,Normal Revenue
27-May-25,Weekday,Screen 5,Standard,Animal,Crime Drama,201,10:00 PM,Night,70,110,64,250,17500,Medium,Normal Revenue
27-May-25,Weekday,Screen 6,Premium,Fighter,Action,166,10:00 AM,Morning,79,130,61,350,27650,Medium,Normal Revenue
27-May-25,Weekday,Screen 6,Premium,Shaitaan,Thriller,132,1:00 PM,Afternoon,87,130,67,350,30450,Medium,Normal Revenue
27-May-25,Weekday,Screen 6,Premium,Munjya,Horror Comedy,123,4:00 PM,Evening,96,130,74,350,33600,Medium,Normal Revenue
27-May-25,Weekday,Screen 6,Premium,Animal,Crime Drama,201,7:00 PM,Prime Time,112,130,86,350,39200,High,Normal Revenue
27-May-25,Weekday,Screen 6,Premium,Kalki,Sci-Fi,180,10:00 PM,Night,117,130,90,350,40950,High,Normal Revenue
27-May-25,Weekday,Screen 7,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,45,90,50,250,11250,Medium,Normal Revenue
27-May-25,Weekday,Screen 7,Standard,Shaitaan,Thriller,132,1:00 PM,Afternoon,54,90,60,250,13500,Medium,Normal Revenue
27-May-25,Weekday,Screen 7,Standard,Chandu Champion,Sports Drama,145,4:00 PM,Evening,69,90,77,250,17250,Medium,Normal Revenue
27-May-25,Weekday,Screen 7,Standard,Bad Newz,Comedy,142,7:00 PM,Prime Time,76,90,85,250,19000,High,Normal Revenue
27-May-25,Weekday,Screen 7,Standard,Bad Newz,Comedy,142,10:00 PM,Night,64,90,71,250,16000,Medium,Normal Revenue
27-May-25,Weekday,Screen 8,IMAX,Fighter,Action,166,10:00 AM,Morning,62,150,41,450,27900,Low,Normal Revenue
27-May-25,Weekday,Screen 8,IMAX,Crew,Comedy Drama,124,1:00 PM,Afternoon,92,150,61,450,41400,Medium,Normal Revenue
27-May-25,Weekday,Screen 8,IMAX,Pushpa 2,Action,170,4:00 PM,Evening,130,150,87,450,58500,High,High Revenue
27-May-25,Weekday,Screen 8,IMAX,Shaitaan,Thriller,132,7:00 PM,Prime Time,126,150,84,450,56700,High,High Revenue
27-May-25,Weekday,Screen 8,IMAX,Kalki,Sci-Fi,180,10:00 PM,Night,123,150,82,450,55350,High,High Revenue
27-May-25,Weekday,Screen 9,Standard,Animal,Crime Drama,201,10:00 AM,Morning,56,100,56,250,14000,Medium,Normal Revenue
27-May-25,Weekday,Screen 9,Standard,Animal,Crime Drama,201,1:00 PM,Afternoon,79,100,79,250,19750,Medium,Normal Revenue
